Serial_No,Order_ID,Order_Date,Region,Customer_ID,Segment,Category,Product,Quantity,Unit_Price,Discount,Sales,Profit
6934,ORD06934,24-10-2024,South,,Home Office,Office Supplies,Laptop,6,799,0,4794,836.12
6935,ORD06935,20-07-2025,WEST,,Home Office,Furniture,Tablet,3,99,0.15,252.45,31.39
6936,ORD06936,25-04-2025,North,,Home Office,Office Supplies,Printer,4,199,0.1,716.4,77.02
6937,ORD06937,08-04-2025,East,CUST1641,Corporate,Furniture,Laptop,5,299,,1495,105.17
6938,ORD06938,23-02-2024,north,,Home Office,Electronics,Desk,1,149,0.1,134.1,18.08
6939,ORD06939,05-06-2025,West,,Corporate,Electronics,Laptop,5,199,0.05,945.25,157.54
6940,ORD06940,06-05-2025,North,,Consumer,Furniture,Chair,7,149,0.15,886.55,69.11
6941,ORD06941,03-11-2025,South,,Corporate,Furniture,Tablet,5,149,0.1,670.5,59.78
6942,ORD06942,16-06-2025,north,,Home Office,Furniture,Tablet,9,199,0,1791,159.25
6943,ORD06943,15-01-2025,West,,Corporate,Electronics,Chair,9,99,0.15,757.35,96.92
6944,ORD06944,14-10-2024,West,CUST1928,Home Office,Office Supplies,Phone,8,499,,3992,582.78
6945,ORD06945,20-11-2024,WEST,,Home Office,Furniture,Headphones,8,199,0.1,1432.8,239.43
6946,ORD06946,16-01-2024,North,,Corporate,Furniture,Printer,5,199,,995,139.6
6947,ORD06947,11-11-2025,West,,Corporate,Electronics,Laptop,8,149,0,1192,324.83
6948,ORD06948,16-09-2024,West,,Consumer,Office Supplies,Tablet,2,149,0.15,253.3,45.77
6949,ORD06949,30-06-2024,West,,Consumer,Furniture,Laptop,8,999,,7992,598.83
6950,ORD06950,24-07-2025,West,,Home Office,Electronics,Laptop,5,149,0.05,707.75,168.08
6951,ORD06951,09-09-2024,north,CUST2681,Home Office,Office Supplies,Phone,9,999,0.05,8541.45,2290.71
6952,ORD06952,27-01-2025,East,,Consumer,Furniture,Headphones,8,499,0.1,3592.8,300.5
6953,ORD06953,13-10-2025,South,,Corporate,Office Supplies,Headphones,8,499,0.05,3792.4,856.77
6954,ORD06954,16-11-2025,West,CUST2800,Consumer,Electronics,Printer,10,799,,7990,1997.28
6955,ORD06955,02-03-2025,East,CUST1146,Corporate,Furniture,Printer,6,299,0.15,1524.9,448.76
6956,ORD06956,30-06-2024,East,CUST2930,Corporate,Office Supplies,Printer,6,199,,1194,109.1
6957,ORD06957,08-09-2025,South,,Consumer,Office Supplies,Tablet,8,99,0.15,673.2,189.54
6958,ORD06958,10-02-2024,South,,Corporate,Electronics,Chair,5,999,0,4995,391.49
6959,ORD06959,11-07-2025,North,CUST1757,Corporate,Electronics,Monitor,1,499,,499,26.6
6960,ORD06960,22-07-2025,South,,Corporate,Electronics,Monitor,10,99,,990,243.48
6961,ORD06961,02-05-2024,West,,Home Office,Office Supplies,Phone,8,199,0.15,1353.2,318.49
6962,ORD06962,19-03-2025,East,,Home Office,Office Supplies,Chair,7,499,,3493,507.28
6963,ORD06963,20-08-2025,North,,Consumer,Furniture,Monitor,2,999,0.05,1898.1,474.21
6964,ORD06964,30-01-2024,WEST,,Home Office,Electronics,Monitor,6,799,0.1,4314.6,443.26
6965,ORD06965,31-03-2025,north,CUST1644,Consumer,Furniture,Laptop,1,149,0.1,134.1,25.91
6966,ORD06966,08-02-2025,north,CUST2420,Consumer,Office Supplies,Chair,6,999,,5994,1180.3
6967,ORD06967,23-03-2025,West,,Consumer,Furniture,Monitor,3,149,,447,118.26
6968,ORD06968,07-12-2024,East,,Corporate,Furniture,Printer,5,299,0,1495,392.97
6969,ORD06969,26-05-2025,West,,Corporate,Furniture,Headphones,9,299,,2691,630.1
6970,ORD06970,10-08-2024,north,CUST2607,Consumer,Furniture,Headphones,2,799,0.1,1438.2,335.7
6971,ORD06971,14-12-2024,South,,Home Office,Office Supplies,Phone,2,999,,1998,541.32
6972,ORD06972,29-12-2025,WEST,,Consumer,Office Supplies,Laptop,1,99,0.05,94.05,23.83
6973,ORD06973,14-06-2025,South,CUST2738,Consumer,Electronics,Desk,7,149,,1043,67.37
6974,ORD06974,14-06-2025,West,,Home Office,Electronics,Headphones,10,799,,7990,2111.27
6975,ORD06975,12-02-2025,East,,Corporate,Electronics,Desk,8,99,0.05,752.4,205.64
6976,ORD06976,03-05-2025,East,CUST2341,Corporate,Office Supplies,Printer,9,799,,7191,643.37
6977,ORD06977,08-10-2024,West,,Corporate,Office Supplies,Phone,2,199,0.1,358.2,18.63
6978,ORD06978,03-10-2024,north,CUST2355,Home Office,Furniture,Headphones,1,799,,799,182.04
6979,ORD06979,12-06-2024,South,,Consumer,Furniture,Chair,10,149,0.05,1415.5,154.16
6980,ORD06980,29-11-2024,WEST,,Corporate,Office Supplies,Headphones,,999,,8991,1874.31
6981,ORD06981,13-12-2025,South,,Consumer,Furniture,Chair,8,149,0.15,1013.2,263.91
6982,ORD06982,03-09-2025,East,CUST1406,Home Office,Office Supplies,Desk,7,299,0,2093,138.17
6983,ORD06983,08-08-2024,East,,Consumer,Office Supplies,Printer,6,299,0,1794,494.36
6984,ORD06984,10-04-2025,West,CUST1443,Corporate,Electronics,Phone,10,999,0.15,8491.5,2470.03
6985,ORD06985,06-12-2024,WEST,CUST2919,Consumer,Electronics,Monitor,5,299,,1495,208.88
6986,ORD06986,07-01-2025,West,,Consumer,Furniture,Printer,4,999,0.1,3596.4,292.18
6987,ORD06987,02-10-2025,South,,Consumer,Electronics,Chair,3,99,0.1,267.3,39.56
6988,ORD06988,17-10-2025,South,CUST2305,Home Office,Office Supplies,Chair,5,799,0,3995,909.57
6989,ORD06989,07-05-2024,West,,Consumer,Office Supplies,Chair,2,499,0.15,848.3,171.81
6990,ORD06990,18-09-2024,West,CUST1043,Consumer,Office Supplies,Desk,8,299,0,2392,418.44
6991,ORD06991,29-08-2024,East,,Home Office,Furniture,Desk,6,999,0.05,5694.3,1037.29
6992,ORD06992,04-05-2025,West,,Home Office,Electronics,Phone,4,149,,596,109.46
6993,ORD06993,20-09-2025,East,CUST1015,Corporate,Furniture,Chair,1,199,0.1,179.1,43.71
6994,ORD06994,16-04-2024,WEST,,Corporate,Furniture,Desk,10,199,0,1990,123.47
6995,ORD06995,02-02-2025,North,CUST1755,Corporate,Office Supplies,Laptop,8,149,0.1,1072.8,249.03
6996,ORD06996,21-01-2024,West,,Home Office,Office Supplies,Chair,8,799,0,6392,1807.32
6997,ORD06997,21-01-2025,South,,Consumer,Office Supplies,Laptop,1,99,0.15,84.15,24.07
6998,ORD06998,02-03-2025,WEST,CUST2512,Home Office,Electronics,Phone,3,99,0.05,282.15,21.78
6999,ORD06999,24-03-2024,East,CUST2925,Consumer,Furniture,Monitor,5,149,0,745,181.65
7000,ORD07000,22-03-2025,WEST,CUST1003,Consumer,Office Supplies,Laptop,7,299,0.1,1883.7,203.21
7001,ORD07001,04-09-2024,north,CUST1801,Corporate,Electronics,Laptop,4,999,0.15,3396.6,609.27
7002,ORD07002,29-11-2025,East,CUST1311,Corporate,Furniture,Phone,7,799,,5593,1138.68
7003,ORD07003,24-04-2024,South,,Consumer,Furniture,Chair,2,299,,598,35.15
7004,ORD07004,13-10-2024,West,,Consumer,Electronics,Laptop,8,799,0.05,6072.4,549.51
7005,ORD07005,04-03-2024,North,,Corporate,Electronics,Laptop,2,999,0.05,1898.1,474.08
7006,ORD07006,07-06-2025,East,,Corporate,Office Supplies,Headphones,9,99,,891,167.36
7007,ORD07007,11-03-2024,West,,Consumer,Office Supplies,Chair,1,499,,499,75.82
7008,ORD07008,09-10-2024,South,,Home Office,Electronics,Chair,5,149,0.15,633.25,133.15
7009,ORD07009,31-03-2025,East,,Home Office,Office Supplies,Monitor,6,299,0.05,1704.3,211.89
7010,ORD07010,27-09-2024,WEST,,Home Office,Office Supplies,Monitor,,149,,447,29.87
7011,ORD07011,20-01-2025,north,,Consumer,Electronics,Monitor,1,299,0.15,254.15,70.96
7012,ORD07012,08-02-2024,East,CUST2028,Home Office,Electronics,Phone,1,199,0.1,179.1,29.37
7013,ORD07013,28-06-2024,North,CUST1935,Consumer,Electronics,Monitor,4,199,0.1,716.4,138.31
7014,ORD07014,19-02-2025,north,,Home Office,Office Supplies,Phone,5,999,0.05,4745.25,1131.45
7015,ORD07015,01-06-2025,West,CUST2139,Consumer,Electronics,Tablet,6,99,0,594,136.87
7016,ORD07016,09-02-2025,West,,Home Office,Electronics,Chair,5,,0.05,945.25,185.9
7017,ORD07017,22-08-2024,East,,Home Office,Office Supplies,Monitor,2,199,0.15,338.3,58.29
7018,ORD07018,28-05-2024,north,,Consumer,Electronics,Phone,4,299,0.1,1076.4,307.23
7019,ORD07019,28-04-2025,north,,Consumer,Electronics,Laptop,6,999,0.15,5094.9,433.93
7020,ORD07020,26-11-2025,East,,Corporate,Furniture,Headphones,1,199,,199,39.54
7021,ORD07021,25-04-2025,West,,Consumer,Office Supplies,Desk,3,99,0,297,37.01
7022,ORD07022,31-08-2024,West,CUST1232,Home Office,Electronics,Monitor,9,799,0.05,6831.45,1306.62
7023,ORD07023,03-11-2024,WEST,,Home Office,Office Supplies,Desk,4,299,0.05,1136.2,178.85
7024,ORD07024,12-05-2025,East,,Home Office,Electronics,Chair,9,299,0.05,2556.45,297.8
7025,ORD07025,10-11-2025,WEST,,Consumer,Furniture,Desk,8,299,,2392,177.96
7026,ORD07026,22-10-2024,East,CUST1574,Home Office,Office Supplies,Desk,4,149,0.15,506.6,27.32
7027,ORD07027,15-02-2024,north,,Home Office,Office Supplies,Desk,10,149,0.15,1266.5,272.43
7028,ORD07028,25-10-2024,WEST,,Consumer,Electronics,Headphones,6,99,0.1,534.6,138.87
7029,ORD07029,30-11-2024,East,,Consumer,Electronics,Chair,8,299,,2392,431.41
7030,ORD07030,30-09-2025,South,CUST2034,Corporate,Electronics,Monitor,7,999,,6993,895.38
7031,ORD07031,04-01-2024,WEST,CUST1597,Corporate,Office Supplies,Desk,8,799,,6392,1739.84
7032,ORD07032,26-01-2024,South,,Home Office,Furniture,Phone,1,499,0.15,424.15,80.69
7033,ORD07033,06-09-2024,North,,Home Office,Furniture,Chair,6,299,,1794,512.32
7034,ORD07034,21-12-2024,WEST,,Corporate,Electronics,Headphones,1,999,0.1,899.1,84.13
7035,ORD07035,16-05-2025,North,CUST1383,Home Office,Electronics,Laptop,9,99,0,891,215.98
7036,ORD07036,31-08-2024,East,,Consumer,Furniture,Printer,4,499,0.1,1796.4,147.84
7037,ORD07037,11-04-2025,north,,Home Office,Office Supplies,Chair,6,299,,1794,505.02
7038,ORD07038,16-08-2024,South,,Consumer,Electronics,Desk,9,199,0.1,1611.9,146.88
7039,ORD07039,17-10-2025,north,CUST2318,Corporate,Furniture,Laptop,6,149,0.05,849.3,61.39
7040,ORD07040,16-11-2025,East,,Corporate,Furniture,Phone,6,149,0,894,212.21
7041,ORD07041,28-09-2024,north,,Corporate,Electronics,Tablet,5,499,0,2495,166.36
7042,ORD07042,29-09-2025,WEST,,Corporate,Furniture,Headphones,7,199,0,1393,172.59
7043,ORD07043,01-12-2025,WEST,,Home Office,Electronics,Chair,8,999,0.15,6793.2,447.51
7044,ORD07044,30-06-2025,north,CUST2601,Corporate,Furniture,Desk,10,299,0.15,2541.5,215.91
7045,ORD07045,25-07-2024,South,CUST2051,Consumer,Office Supplies,Headphones,8,299,0,2392,361.5
7046,ORD07046,10-06-2024,East,CUST1726,Consumer,Furniture,Monitor,2,99,,198,10.09
7047,ORD07047,24-04-2024,North,,Corporate,Electronics,Desk,5,99,,495,32.02
7048,ORD07048,13-03-2024,North,,Corporate,Office Supplies,Tablet,9,199,0.05,1701.45,136.89
7049,ORD07049,02-06-2025,East,CUST1432,Home Office,Office Supplies,Monitor,6,99,0.15,504.9,69.66
7050,ORD07050,04-03-2024,South,CUST2388,Consumer,Office Supplies,Tablet,4,99,0,396,58.83
7051,ORD07051,20-11-2024,West,,Home Office,Office Supplies,Phone,8,799,0.15,5433.2,1119.1
7052,ORD07052,07-12-2024,East,,Corporate,Electronics,Laptop,8,499,0.1,3592.8,380.79
7053,ORD07053,15-01-2024,East,,Consumer,Office Supplies,Headphones,,499,0.05,2844.3,740.43
7054,ORD07054,28-08-2025,South,,Corporate,Furniture,Desk,9,499,0.15,3817.35,394.3
7055,ORD07055,10-06-2024,North,CUST2619,Consumer,Office Supplies,Printer,5,199,0,995,268.08
7056,ORD07056,05-07-2025,South,,Corporate,Furniture,Laptop,7,499,0.1,3143.7,307.65
7057,ORD07057,05-04-2025,East,,Consumer,Furniture,Printer,8,499,0.15,3393.2,824.2
7058,ORD07058,15-08-2024,East,,Home Office,Office Supplies,Phone,9,799,0.15,6112.35,1622.91
7059,ORD07059,06-12-2025,South,CUST1558,Corporate,Electronics,Phone,2,799,0.1,1438.2,78.67
7060,ORD07060,29-07-2024,WEST,CUST1540,Consumer,Furniture,Headphones,9,199,,1791,201.23
7061,ORD07061,16-02-2025,East,,Consumer,Furniture,Headphones,7,199,0.15,1184.05,243.78
7062,ORD07062,17-02-2024,West,,Consumer,Electronics,Printer,3,499,0.05,1422.15,305.58
7063,ORD07063,29-10-2024,West,,Home Office,Furniture,Phone,3,99,,297,69.04
7064,ORD07064,13-09-2024,South,,Home Office,Furniture,Desk,7,199,,1393,81.44
7065,ORD07065,15-02-2024,East,CUST1793,Home Office,Office Supplies,Desk,5,99,,495,78.24
7066,ORD07066,20-09-2025,WEST,,Consumer,Electronics,Printer,4,149,0.1,536.4,59.96
7067,ORD07067,25-12-2025,North,,Consumer,Office Supplies,Tablet,8,999,0,7992,962.91
7068,ORD07068,28-11-2025,West,,Home Office,Electronics,Monitor,7,499,0.15,2969.05,611.83
7069,ORD07069,02-07-2025,East,,Consumer,Office Supplies,Headphones,3,799,0.1,2157.3,210.33
7070,ORD07070,10-02-2024,WEST,,Home Office,Office Supplies,Desk,6,999,0.1,5394.6,1076.62
7071,ORD07071,25-10-2025,West,CUST2037,Home Office,Furniture,Laptop,3,99,0,297,48.77
7072,ORD07072,12-08-2025,north,,Corporate,Furniture,Desk,6,499,,2994,594.68
7073,ORD07073,09-03-2024,North,CUST1897,Consumer,Office Supplies,Chair,2,199,0.05,378.1,109.27
7074,ORD07074,20-02-2025,South,,Consumer,Electronics,Desk,1,99,0.1,89.1,13.38
7075,ORD07075,18-09-2025,North,CUST2727,Corporate,Electronics,Chair,8,799,0.1,5752.8,1512.73
7076,ORD07076,17-09-2025,WEST,,Corporate,Office Supplies,Chair,8,499,,3992,337.01
7077,ORD07077,22-06-2025,West,CUST1472,Consumer,Office Supplies,Chair,4,499,0.05,1896.2,133.34
7078,ORD07078,17-12-2025,WEST,CUST1360,Corporate,Office Supplies,Phone,2,499,,998,280.03
7079,ORD07079,06-12-2025,West,,Home Office,Office Supplies,Desk,7,799,0,5593,845.6
7080,ORD07080,24-11-2024,West,CUST2870,Consumer,Furniture,Tablet,4,999,,3996,1007.35
7081,ORD07081,24-02-2025,East,,Home Office,Electronics,Monitor,7,999,,6993,356.65
7082,ORD07082,12-09-2024,WEST,,Home Office,Electronics,Headphones,5,199,0.15,845.75,88.14
7083,ORD07083,17-09-2025,North,,Consumer,Furniture,Headphones,4,499,0,1996,174.31
7084,ORD07084,23-05-2025,north,,Home Office,Office Supplies,Tablet,8,,,1592,209.78
7085,ORD07085,23-05-2025,North,,Corporate,Electronics,Phone,1,99,0,99,14.68
7086,ORD07086,13-06-2024,East,,Home Office,Office Supplies,Phone,2,999,0.05,1898.1,234.2
7087,ORD07087,02-06-2025,WEST,,Corporate,Electronics,Headphones,10,199,,1990,360.41
7088,ORD07088,07-02-2024,WEST,,Home Office,Electronics,Monitor,6,99,,594,99.43
7089,ORD07089,29-08-2025,South,CUST2809,Corporate,Electronics,Headphones,5,799,0.15,3395.75,761.37
7090,ORD07090,01-05-2025,north,CUST1846,Home Office,Furniture,Chair,9,499,0.05,4266.45,223.9
7091,ORD07091,17-11-2025,East,,Consumer,Electronics,Phone,3,299,,897,174.04
7092,ORD07092,16-03-2025,East,,Consumer,Furniture,Phone,3,199,0,597,62.81
7093,ORD07093,16-09-2024,north,,Consumer,Furniture,Chair,1,149,,149,37.73
7094,ORD07094,29-02-2024,north,CUST2743,Home Office,Electronics,Headphones,8,149,0.1,1072.8,309.31
7095,ORD07095,12-06-2024,North,CUST1963,Corporate,Office Supplies,Printer,7,799,0.1,5033.7,553.6
7096,ORD07096,03-06-2024,North,CUST1998,Home Office,Furniture,Chair,4,199,0,796,164.26
7097,ORD07097,03-04-2024,East,CUST2462,Home Office,Electronics,Printer,10,299,0,2990,204.27
7098,ORD07098,15-11-2025,north,,Home Office,Furniture,Phone,9,299,0.05,2556.45,480.03
7099,ORD07099,22-06-2024,WEST,,Home Office,Office Supplies,Printer,7,,0.1,6293.7,1659.76
7100,ORD07100,14-08-2024,East,,Corporate,Electronics,Headphones,1,99,0.1,89.1,7.97
7101,ORD07101,17-10-2025,East,,Corporate,Furniture,Headphones,9,199,,1791,95.49
7102,ORD07102,26-12-2025,West,,Consumer,Furniture,Monitor,6,99,0.15,504.9,44.16
7103,ORD07103,16-09-2024,West,,Corporate,Furniture,Chair,10,199,0,1990,289.37
7104,ORD07104,25-04-2024,South,,Corporate,Office Supplies,Tablet,7,149,,1043,267.52
7105,ORD07105,16-06-2025,North,,Consumer,Office Supplies,Monitor,8,999,0.1,7192.8,590.85
7106,ORD07106,01-04-2025,WEST,CUST1865,Home Office,Electronics,Laptop,4,499,0,1996,543.39
7107,ORD07107,18-07-2025,South,CUST2793,Home Office,Furniture,Laptop,6,799,0.15,4074.9,527.06
7108,ORD07108,01-06-2025,South,,Corporate,Office Supplies,Monitor,6,499,0.1,2694.6,653.41
7109,ORD07109,19-12-2024,East,,Corporate,Furniture,Headphones,6,799,0.05,4554.3,264.83
7110,ORD07110,12-09-2024,East,CUST2895,Home Office,Electronics,Headphones,3,299,,897,169.74
7111,ORD07111,07-05-2025,West,CUST2218,Home Office,Furniture,Headphones,8,299,0,2392,311.39
7112,ORD07112,05-06-2025,South,,Home Office,Electronics,Tablet,6,499,,2994,764.3
7113,ORD07113,16-10-2024,South,,Corporate,Office Supplies,Phone,9,299,0.1,2421.9,227.98
7114,ORD07114,02-03-2024,WEST,CUST2942,Consumer,Furniture,Desk,4,99,0.05,376.2,109.26
7115,ORD07115,12-05-2024,WEST,CUST1569,Home Office,Electronics,Chair,3,199,0.05,567.15,91.74
7116,ORD07116,21-11-2024,West,CUST2394,Consumer,Furniture,Laptop,10,199,0.05,1890.5,458.94
7117,ORD07117,19-12-2024,West,,Corporate,Office Supplies,Tablet,7,149,0.05,990.85,271.06
7118,ORD07118,14-02-2025,East,,Corporate,Furniture,Tablet,2,149,0.05,283.1,76.07
7119,ORD07119,21-05-2024,WEST,,Corporate,Office Supplies,Phone,9,499,0,4491,1144.04
7120,ORD07120,09-08-2024,WEST,CUST1129,Corporate,Office Supplies,Chair,5,99,0,495,30.47
7121,ORD07121,08-12-2025,East,,Corporate,Electronics,Monitor,4,799,0.15,2716.6,366.69
7122,ORD07122,10-12-2025,North,,Consumer,Furniture,Laptop,1,199,0.1,179.1,15.63
7123,ORD07123,31-10-2024,North,,Consumer,Electronics,Desk,1,149,0.05,141.55,29.89
7124,ORD07124,29-09-2025,north,,Home Office,Office Supplies,Printer,10,149,0.15,1266.5,141.05
7125,ORD07125,16-03-2025,East,CUST2002,Corporate,Furniture,Headphones,5,149,0.15,633.25,54.39
7126,ORD07126,03-12-2025,South,,Corporate,Furniture,Printer,3,99,0.1,267.3,47.59
7127,ORD07127,08-01-2025,North,,Home Office,Furniture,Phone,10,199,0,1990,506.01
7128,ORD07128,30-12-2024,north,,Home Office,Electronics,Phone,6,499,0.15,2544.9,733.6
7129,ORD07129,17-02-2025,South,,Corporate,Office Supplies,Tablet,5,799,0.1,3595.5,951.96
7130,ORD07130,06-11-2024,north,,Corporate,Furniture,Desk,2,299,0.15,508.3,53.1
7131,ORD07131,15-10-2024,north,,Home Office,Electronics,Headphones,9,499,0.15,3817.35,738.85
7132,ORD07132,20-01-2025,South,CUST2845,Home Office,Furniture,Laptop,7,499,,3493,1025.27
7133,ORD07133,10-03-2025,East,,Home Office,Office Supplies,Desk,2,,,1998,119.46
7134,ORD07134,19-07-2024,WEST,CUST2033,Home Office,Office Supplies,Monitor,8,299,0.05,2272.4,322.06
7135,ORD07135,13-11-2024,WEST,CUST1793,Corporate,Office Supplies,Headphones,7,149,0.15,886.55,253.8
7136,ORD07136,24-07-2024,north,,Consumer,Office Supplies,Phone,8,149,0.05,1132.4,212.51
7137,ORD07137,04-07-2024,West,CUST1804,Consumer,Electronics,Chair,10,299,0,2990,582.14
7138,ORD07138,13-01-2025,West,CUST2116,Corporate,Office Supplies,Phone,8,199,0.05,1512.4,359.71
7139,ORD07139,26-07-2024,West,CUST1124,Home Office,Furniture,Laptop,3,149,0.05,424.65,93.77
7140,ORD07140,21-03-2025,South,,Corporate,Electronics,Printer,6,999,0.15,5094.9,426.09
7141,ORD07141,21-03-2024,north,,Home Office,Furniture,Chair,10,999,0.05,9490.5,2260.8
7142,ORD07142,22-03-2024,North,CUST2185,Corporate,Electronics,Headphones,8,149,0,1192,312.65
7143,ORD07143,24-07-2024,north,,Corporate,Electronics,Laptop,2,99,0.1,178.2,46.75
7144,ORD07144,12-02-2025,north,,Corporate,Electronics,Laptop,3,299,0,897,130.94
7145,ORD07145,08-01-2024,East,,Consumer,Office Supplies,Phone,4,499,0.1,1796.4,454.19
7146,ORD07146,26-03-2024,East,,Corporate,Furniture,Laptop,2,799,0,1598,316.51
7147,ORD07147,08-04-2024,WEST,,Consumer,Furniture,Phone,3,199,0.05,567.15,94
7148,ORD07148,13-02-2025,North,CUST1001,Home Office,Office Supplies,Tablet,6,799,0.05,4554.3,684.4
7149,ORD07149,04-12-2025,West,,Consumer,Office Supplies,Headphones,10,999,,9990,2220.18
7150,ORD07150,15-06-2025,north,,Corporate,Electronics,Tablet,5,999,,4995,446.04
7151,ORD07151,07-03-2024,West,,Consumer,Office Supplies,Tablet,8,199,0.1,1432.8,211.77
7152,ORD07152,08-07-2024,North,,Home Office,Furniture,Phone,2,299,0.1,538.2,77.1
7153,ORD07153,12-11-2024,South,,Consumer,Furniture,Chair,9,499,0.1,4041.9,1192.99
7154,ORD07154,09-02-2024,WEST,CUST1044,Consumer,Office Supplies,Laptop,8,199,0.05,1512.4,125.21
7155,ORD07155,25-02-2024,WEST,,Corporate,Office Supplies,Headphones,8,99,0.15,673.2,152.67
7156,ORD07156,06-06-2024,north,,Corporate,Office Supplies,Phone,7,799,0,5593,1235.93
7157,ORD07157,28-07-2024,West,CUST2757,Home Office,Furniture,Tablet,8,99,0.1,712.8,79.79
7158,ORD07158,09-04-2025,East,CUST1328,Home Office,Electronics,Chair,9,299,0.1,2421.9,227.94
7159,ORD07159,05-11-2024,North,CUST2743,Consumer,Electronics,Monitor,4,199,0.1,716.4,51.96
7160,ORD07160,15-01-2024,North,,Consumer,Furniture,Tablet,8,149,0.05,1132.4,61.98
7161,ORD07161,04-07-2024,East,CUST2501,Home Office,Furniture,Chair,8,149,0.15,1013.2,284.47
7162,ORD07162,15-04-2025,West,,Corporate,Furniture,Tablet,9,99,,891,109.43
7163,ORD07163,25-11-2024,East,CUST2604,Consumer,Office Supplies,Headphones,1,149,0.15,126.65,33.08
7164,ORD07164,25-02-2025,East,CUST1581,Corporate,Electronics,Tablet,6,299,0.1,1614.6,203.06
7165,ORD07165,29-11-2024,South,,Consumer,Office Supplies,Monitor,9,149,0.15,1139.85,298.89
7166,ORD07166,29-08-2024,WEST,,Consumer,Electronics,Desk,8,299,0.15,2033.2,289.54
7167,ORD07167,15-10-2025,East,,Home Office,Office Supplies,Printer,10,299,0.15,2541.5,450.25
7168,ORD07168,27-05-2024,West,,Consumer,Electronics,Headphones,7,499,0.15,2969.05,408.02
7169,ORD07169,12-06-2025,West,CUST1397,Consumer,Furniture,Phone,4,799,,3196,237.23
7170,ORD07170,16-11-2024,WEST,CUST1533,Corporate,Electronics,Monitor,2,799,0.15,1358.3,216.76
7171,ORD07171,16-04-2024,East,CUST2776,Home Office,Electronics,Headphones,3,999,0,2997,436.45
7172,ORD07172,06-05-2025,North,,Corporate,Furniture,Printer,7,499,0.1,3143.7,729.54
7173,ORD07173,04-01-2025,WEST,CUST1763,Consumer,Furniture,Printer,9,199,0.1,1611.9,240.98
7174,ORD07174,08-03-2024,East,,Corporate,Furniture,Chair,4,499,0,1996,440.68
7175,ORD07175,20-01-2024,South,CUST1884,Consumer,Furniture,Phone,9,799,0.1,6471.9,1263.54
7176,ORD07176,16-02-2024,North,,Home Office,Furniture,Tablet,8,199,,1592,248.35
